sintomas,enfermedad
"Sufre de dificultad para realizar tareas, pérdida de memoria, dificultad para hablar y desorientación.",Enfermedad de Alzheimer
"Sufre de pérdida de memoria, ansiedad y desorientación.",Enfermedad de Alzheimer
"Experimenta confusión, cambios de personalidad y dificultad para hablar de forma recurrente.",Enfermedad de Alzheimer
"Tiene síntomas como problemas visuales, perder objetos, aislamiento, pérdida de memoria y cambios de personalidad.",Enfermedad de Alzheimer
"Los síntomas incluyen perder objetos, desorientación, dificultad para hablar, cambios de personalidad y pérdida de memoria.",Enfermedad de Alzheimer
"Muestra signos de pérdida de memoria, perder objetos y aislamiento.",Enfermedad de Alzheimer
Sufre de problemas visuales y aislamiento.,Enfermedad de Alzheimer
"El cuadro clínico incluye cambios de personalidad, desorientación, aislamiento y pérdida de memoria.",Enfermedad de Alzheimer
"El cuadro clínico incluye desorientación, confusión y ansiedad.",Enfermedad de Alzheimer
"Se queja de perder objetos, dificultad para hablar y dificultad para realizar tareas.",Enfermedad de Alzheimer
"Se queja de problemas para dormir, tos nocturna, falta de aire al hacer ejercicio, respiración rápida y sibilancias.",Asma
Reporta tener problemas para dormir y respiración rápida.,Asma
"Sufre de presión en el pecho, respiración rápida, problemas para dormir, tos nocturna y dificultad para respirar.",Asma
"El paciente presenta cansancio, sibilancias, presión en el pecho y infecciones respiratorias.",Asma
"Sufre de ataques de tos, dificultad para respirar y tos nocturna.",Asma
"respiración rápida y tos nocturna, y además presenta otros signos.",Asma
"El cuadro clínico incluye ataques de tos, respiración rápida y cansancio.",Asma
"Muestra signos de tos nocturna, falta de aire al hacer ejercicio y presión en el pecho.",Asma
"El paciente presenta sibilancias, cansancio, ataques de tos y falta de aire al hacer ejercicio.",Asma
"Los síntomas incluyen respiración rápida, tos nocturna, cansancio y problemas para dormir.",Asma
"Muestra signos de cansancio, falta de aire al hacer ejercicio, infecciones respiratorias, respiración rápida y sibilancias.",Asma
"Se queja de falta de aire al hacer ejercicio, tos nocturna, problemas para dormir y presión en el pecho.",Asma
Los síntomas incluyen respiración rápida y falta de aire al hacer ejercicio.,Asma
"Se queja de respiración rápida, ataques de tos, falta de aire al hacer ejercicio y dificultad para respirar.",Asma
"Sufre de ataques de tos, presión en el pecho y respiración rápida.",Asma
Se queja de infecciones respiratorias y falta de aire al hacer ejercicio.,Asma
"Reporta tener infecciones respiratorias, ataques de tos, problemas para dormir, dificultad para respirar y sibilancias.",Asma
Reporta tener cansancio y respiración rápida.,Asma
"Se queja de falta de aire al hacer ejercicio, respiración rápida y sibilancias.",Asma
"Muestra signos de problemas para dormir, infecciones respiratorias y cansancio.",Asma
"Se queja de falta de aire al hacer ejercicio, problemas para dormir, cansancio, respiración rápida y ataques de tos.",Asma
"Tiene síntomas como cansancio, ataques de tos, infecciones respiratorias, falta de aire al hacer ejercicio y sibilancias.",Asma
"El paciente presenta sibilancias, falta de aire al hacer ejercicio, presión en el pecho y respiración rápida.",Asma
Muestra signos de tos nocturna y infecciones respiratorias.,Asma
Tiene síntomas como infecciones respiratorias y ataques de tos.,Asma
"Se queja de cansancio, ataques de tos y sibilancias.",Asma
"El paciente presenta dificultad para respirar, cansancio, problemas para dormir y sibilancias.",Asma
"Los síntomas incluyen dificultad para respirar, falta de aire al hacer ejercicio, presión en el pecho, sibilancias y ataques de tos.",Asma
"El cuadro clínico incluye tos nocturna, respiración rápida, cansancio, ataques de tos y presión en el pecho.",Asma
"Reporta tener dificultad para respirar, cansancio y ataques de tos.",Asma
"Muestra signos de respiración rápida, infecciones respiratorias y tos nocturna.",Asma
"dificultad para respirar, cansancio y infecciones respiratorias, y además presenta otros signos.",Asma
Reporta tener infecciones respiratorias y falta de aire al hacer ejercicio.,Asma
"Sufre de respiración rápida, cansancio, presión en el pecho, problemas para dormir y dificultad para respirar.",Asma
"Tiene síntomas como falta de aire al hacer ejercicio, ataques de tos, presión en el pecho y infecciones respiratorias.",Asma
Sufre de falta de aire al hacer ejercicio y respiración rápida.,Asma
"Tiene síntomas como respiración rápida, ataques de tos, presión en el pecho, cansancio y dificultad para respirar.",Asma
"El cuadro clínico incluye ataques de tos, cansancio, problemas para dormir, infecciones respiratorias y respiración rápida.",Asma
"Sufre de sibilancias, problemas para dormir y ataques de tos.",Asma
"dificultad para respirar, ataques de tos, sibilancias, problemas para dormir y presión en el pecho, y además presenta otros signos.",Asma
"El paciente presenta respiración rápida, presión en el pecho y sibilancias.",Asma
"El cuadro clínico incluye presión en el pecho, tos nocturna, falta de aire al hacer ejercicio y infecciones respiratorias.",Asma
El paciente presenta ataques de tos y cansancio.,Asma
"El paciente presenta ataques de tos, tos nocturna, falta de aire al hacer ejercicio y infecciones respiratorias.",Asma
"Sufre de infecciones respiratorias, respiración rápida, dificultad para respirar y sibilancias.",Asma
"Los síntomas incluyen cansancio, sibilancias, ataques de tos y respiración rápida.",Asma
"Se queja de falta de aire al hacer ejercicio, infecciones respiratorias, cansancio y presión en el pecho.",Asma
"Sufre de presión en el pecho, problemas para dormir, respiración rápida y cansancio.",Asma
"Muestra signos de cansancio, sibilancias, presión en el pecho, respiración rápida y dificultad para respirar.",Asma
"Muestra signos de dificultad para respirar, sibilancias y ataques de tos.",Asma
"El cuadro clínico incluye tos nocturna, respiración rápida y presión en el pecho.",Asma
"Tiene síntomas como ataques de tos, tos nocturna, infecciones respiratorias, respiración rápida y falta de aire al hacer ejercicio.",Asma
"El paciente presenta sibilancias, tos nocturna y problemas para dormir.",Asma
"problemas para dormir, infecciones respiratorias y cansancio, y además presenta otros signos.",Asma
"Tiene síntomas como infecciones respiratorias, cansancio y falta de aire al hacer ejercicio.",Asma
"Los síntomas incluyen sibilancias, tos nocturna y infecciones respiratorias.",Asma
"Se queja de tos nocturna, sibilancias, presión en el pecho, problemas para dormir y ataques de tos.",Asma
"Reporta tener tos nocturna, problemas para dormir, ataques de tos y dificultad para respirar.",Asma
"Muestra signos de falta de aire al hacer ejercicio, infecciones respiratorias, respiración rápida y dificultad para respirar.",Asma
Experimenta dificultad para respirar y cansancio de forma recurrente.,Asma
Sufre de respiración rápida y presión en el pecho.,Asma
"El paciente presenta problemas para dormir, tos nocturna, falta de aire al hacer ejercicio, presión en el pecho y infecciones respiratorias.",Asma
"Los síntomas incluyen falta de aire al hacer ejercicio, sibilancias, presión en el pecho, infecciones respiratorias y dificultad para respirar.",Asma
"Experimenta problemas para dormir, sibilancias, tos nocturna y dificultad para respirar de forma recurrente.",Asma
"Experimenta problemas para dormir, falta de aire al hacer ejercicio, infecciones respiratorias y respiración rápida de forma recurrente.",Asma
"Experimenta ataques de tos, presión en el pecho y problemas para dormir de forma recurrente.",Asma
"El cuadro clínico incluye dificultad para respirar, ataques de tos, infecciones respiratorias y problemas para dormir.",Asma
Tiene síntomas como presión en el pecho y respiración rápida.,Asma
"Muestra signos de ataques de tos, problemas para dormir y falta de aire al hacer ejercicio.",Asma
Sufre de sibilancias y cansancio.,Asma
"Se queja de dificultad para respirar, problemas para dormir y tos nocturna.",Asma
"Reporta tener ataques de tos, problemas para dormir y falta de aire al hacer ejercicio.",Asma
Reporta tener respiración rápida y dificultad para respirar.,Asma
"problemas para dormir y cansancio, y además presenta otros signos.",Asma
"Sufre de respiración rápida, dificultad para respirar, falta de aire al hacer ejercicio y ataques de tos.",Asma
"Se queja de tos nocturna, problemas para dormir, presión en el pecho y infecciones respiratorias.",Asma
El cuadro clínico incluye infecciones respiratorias y problemas para dormir.,Asma
"Reporta tener dificultad para respirar, ataques de tos, cansancio, presión en el pecho y infecciones respiratorias.",Asma
"El cuadro clínico incluye respiración rápida, sibilancias, problemas para dormir, infecciones respiratorias y tos nocturna.",Asma
Muestra signos de problemas para dormir y cansancio.,Asma
"Experimenta infecciones respiratorias, problemas para dormir, ataques de tos y tos nocturna de forma recurrente.",Asma
"El paciente presenta respiración rápida, ataques de tos y tos nocturna.",Asma
"sibilancias y ataques de tos, y además presenta otros signos.",Asma
"Sufre de cansancio, presión en el pecho y ataques de tos.",Asma
Los síntomas incluyen problemas para dormir y tos nocturna.,Asma
"Reporta tener dificultad para respirar, falta de aire al hacer ejercicio, presión en el pecho y problemas para dormir.",Asma
"Sufre de problemas para dormir, sibilancias, cansancio, respiración rápida y dificultad para respirar.",Asma
Se queja de cansancio y infecciones respiratorias.,Asma
"El cuadro clínico incluye falta de aire al hacer ejercicio, dificultad para respirar, infecciones respiratorias, ataques de tos y tos nocturna.",Asma
Los síntomas incluyen falta de aire al hacer ejercicio y presión en el pecho.,Asma
Reporta tener ataques de tos y falta de aire al hacer ejercicio.,Asma
"Reporta tener sibilancias, falta de aire al hacer ejercicio y cansancio.",Asma
"Tiene síntomas como problemas para dormir, falta de aire al hacer ejercicio, sibilancias y ataques de tos.",Asma
Muestra signos de dificultad para respirar y sibilancias.,Asma
"Los síntomas incluyen tos nocturna, ataques de tos, infecciones respiratorias y falta de aire al hacer ejercicio.",Asma
"Los síntomas incluyen ataques de tos, infecciones respiratorias, cansancio, sibilancias y respiración rápida.",Asma
Experimenta problemas para dormir y dificultad para respirar de forma recurrente.,Asma
"Los síntomas incluyen falta de aire al hacer ejercicio, dificultad para respirar, infecciones respiratorias y cansancio.",Asma
Se queja de falta de aire al hacer ejercicio y problemas para dormir.,Asma
"Sufre de ataques de tos, infecciones respiratorias, respiración rápida, falta de aire al hacer ejercicio y sibilancias.",Asma
Los síntomas incluyen problemas para dormir y sibilancias.,Asma
"Experimenta problemas para dormir, respiración rápida y tos nocturna de forma recurrente.",Asma
"Sufre de cansancio, infecciones respiratorias, tos nocturna, respiración rápida y problemas para dormir.",Asma
"Muestra signos de falta de aire al hacer ejercicio, problemas para dormir, cansancio y dificultad para respirar.",Asma
"ataques de tos, cansancio y respiración rápida, y además presenta otros signos.",Asma
El cuadro clínico incluye ataques de tos y falta de aire al hacer ejercicio.,Asma
"El cuadro clínico incluye tos nocturna, presión en el pecho, respiración rápida y falta de aire al hacer ejercicio.",Asma
"El paciente presenta infecciones respiratorias, sibilancias, falta de aire al hacer ejercicio y respiración rápida.",Asma
Tiene síntomas como problemas para dormir y sibilancias.,Asma
"problemas para dormir, falta de aire al hacer ejercicio, cansancio, dificultad para respirar y tos nocturna, y además presenta otros signos.",Asma
"Tiene síntomas como cansancio, respiración rápida, falta de aire al hacer ejercicio, infecciones respiratorias y sibilancias.",Asma
"presión en el pecho, dificultad para respirar, sibilancias y tos nocturna, y además presenta otros signos.",Asma
"El cuadro clínico incluye sibilancias, ataques de tos y dificultad para respirar.",Asma
"sibilancias, problemas para dormir y cansancio, y además presenta otros signos.",Asma
"El paciente presenta ataques de tos, presión en el pecho, problemas para dormir, sibilancias y respiración rápida.",Asma
"Se queja de ataques de tos, sibilancias y infecciones respiratorias.",Asma
"Los síntomas incluyen tos nocturna, cansancio y respiración rápida.",Asma
"Experimenta tos nocturna, cansancio, respiración rápida y infecciones respiratorias de forma recurrente.",Asma
"El paciente presenta tos nocturna, cansancio, presión en el pecho, falta de aire al hacer ejercicio y respiración rápida.",Asma
"El paciente presenta dificultad para respirar, presión en el pecho, ataques de tos, infecciones respiratorias y respiración rápida.",Asma
"Tiene síntomas como cansancio, tos nocturna, infecciones respiratorias y falta de aire al hacer ejercicio.",Asma
Reporta tener sibilancias y respiración rápida.,Asma
"Reporta tener problemas para dormir, ataques de tos, dificultad para respirar y cansancio.",Asma
"infecciones respiratorias, sibilancias, presión en el pecho y dificultad para respirar, y además presenta otros signos.",Asma
"Tiene síntomas como infecciones respiratorias, sibilancias y tos nocturna.",Asma
"El cuadro clínico incluye ataques de tos, dificultad para respirar, tos nocturna y presión en el pecho.",Asma
"Muestra signos de ataques de tos, presión en el pecho y falta de aire al hacer ejercicio.",Asma
"respiración rápida, ataques de tos, tos nocturna y falta de aire al hacer ejercicio, y además presenta otros signos.",Asma
"El paciente presenta cansancio, sibilancias, dificultad para respirar y presión en el pecho.",Asma
"El paciente presenta problemas para dormir, tos nocturna y falta de aire al hacer ejercicio.",Asma
"Muestra signos de ataques de tos, tos nocturna, respiración rápida y presión en el pecho.",Asma
"El paciente presenta respiración rápida, falta de aire al hacer ejercicio, tos nocturna y ataques de tos.",Asma
El paciente presenta dificultad para respirar y falta de aire al hacer ejercicio.,Asma
"Sufre de problemas para dormir, dificultad para respirar, tos nocturna, sibilancias y respiración rápida.",Asma
El cuadro clínico incluye cansancio y tos nocturna.,Asma
"Se queja de sibilancias, falta de aire al hacer ejercicio, problemas para dormir y tos nocturna.",Asma
"presión en el pecho, tos nocturna, infecciones respiratorias, dificultad para respirar y falta de aire al hacer ejercicio, y además presenta otros signos.",Asma
"El paciente presenta problemas para dormir, tos nocturna, ataques de tos y presión en el pecho.",Asma
"Experimenta infecciones respiratorias, respiración rápida, presión en el pecho, tos nocturna y falta de aire al hacer ejercicio de forma recurrente.",Asma
"El paciente presenta problemas para dormir, sibilancias y respiración rápida.",Asma
"Tiene síntomas como ataques de tos, respiración rápida y falta de aire al hacer ejercicio.",Asma
"Sufre de dificultad para respirar, ataques de tos y infecciones respiratorias.",Asma
"El paciente presenta cansancio, presión en el pecho, problemas para dormir y respiración rápida.",Asma
Sufre de ataques de tos y falta de aire al hacer ejercicio.,Asma
"Reporta tener sibilancias, infecciones respiratorias, cansancio y problemas para dormir.",Asma
"Sufre de problemas para dormir, infecciones respiratorias, cansancio, falta de aire al hacer ejercicio y sibilancias.",Asma
"El paciente presenta infecciones respiratorias, cansancio y respiración rápida.",Asma
"Se queja de cansancio, sibilancias, dificultad para respirar y presión en el pecho.",Asma
"El cuadro clínico incluye respiración rápida, sibilancias, cansancio, ataques de tos y falta de aire al hacer ejercicio.",Asma
"Se queja de ataques de tos, respiración rápida y problemas para dormir.",Asma
"El paciente presenta respiración rápida, presión en el pecho, cansancio, sibilancias y infecciones respiratorias.",Asma
Los síntomas incluyen infecciones respiratorias y ataques de tos.,Asma
"Sufre de tos nocturna, sibilancias, respiración rápida, falta de aire al hacer ejercicio y cansancio.",Asma
"El paciente presenta presión en el pecho, infecciones respiratorias y dificultad para respirar.",Asma
"Experimenta presión en el pecho, infecciones respiratorias, dificultad para respirar, sibilancias y problemas para dormir de forma recurrente.",Asma
"Sufre de sibilancias, tos nocturna, ataques de tos y cansancio.",Asma
"Reporta tener ataques de tos, sibilancias, problemas para dormir y cansancio.",Asma
"Se queja de infecciones respiratorias, falta de aire al hacer ejercicio, presión en el pecho y problemas para dormir.",Asma
"El paciente presenta problemas para dormir, sibilancias, infecciones respiratorias, ataques de tos y cansancio.",Asma
"Reporta tener respiración rápida, sibilancias, tos nocturna, infecciones respiratorias y problemas para dormir.",Asma
"Reporta tener falta de aire al hacer ejercicio, presión en el pecho, cansancio y infecciones respiratorias.",Asma
El paciente presenta dificultad para respirar y respiración rápida.,Asma
Reporta tener cansancio y infecciones respiratorias.,Asma
"Sufre de ataques de tos, respiración rápida, cansancio, falta de aire al hacer ejercicio y tos nocturna.",Asma
"Muestra signos de presión en el pecho, tos nocturna, infecciones respiratorias, ataques de tos y sibilancias.",Asma
"Sufre de sibilancias, problemas para dormir, presión en el pecho y cansancio.",Asma
El paciente presenta problemas para dormir y cansancio.,Asma
Tiene síntomas como cansancio y presión en el pecho.,Asma
"Reporta tener cansancio, tos nocturna, presión en el pecho, sibilancias y falta de aire al hacer ejercicio.",Asma
"Se queja de infecciones respiratorias, sibilancias y ataques de tos.",Asma
Experimenta sibilancias y infecciones respiratorias de forma recurrente.,Asma
"Sufre de presión en el pecho, ataques de tos, infecciones respiratorias y problemas para dormir.",Asma
"El paciente presenta ataques de tos, cansancio, presión en el pecho y problemas para dormir.",Asma
"El cuadro clínico incluye ataques de tos, cansancio, infecciones respiratorias y presión en el pecho.",Asma
"Tiene síntomas como sibilancias, cansancio, respiración rápida, falta de aire al hacer ejercicio y problemas para dormir.",Asma
"Sufre de ataques de tos, respiración rápida y tos nocturna.",Asma
"presión en el pecho, respiración rápida, tos nocturna, infecciones respiratorias y ataques de tos, y además presenta otros signos.",Asma
"sibilancias, dificultad para respirar, problemas para dormir, tos nocturna y falta de aire al hacer ejercicio, y además presenta otros signos.",Asma
"tos nocturna, respiración rápida y dificultad para respirar, y además presenta otros signos.",Asma
"El cuadro clínico incluye cansancio, tos nocturna, sibilancias y ataques de tos.",Asma
"Los síntomas incluyen dificultad para respirar, sibilancias, falta de aire al hacer ejercicio, respiración rápida y problemas para dormir.",Asma
"El cuadro clínico incluye ataques de tos, tos nocturna, dificultad para respirar, falta de aire al hacer ejercicio y sibilancias.",Asma
"Los síntomas incluyen presión en el pecho, falta de aire al hacer ejercicio y sibilancias.",Asma
El paciente presenta tos nocturna y dificultad para respirar.,Asma
"Experimenta sibilancias, tos nocturna y ataques de tos de forma recurrente.",Asma
"Tiene síntomas como dificultad para respirar, falta de aire al hacer ejercicio y respiración rápida.",Asma
"Tiene síntomas como respiración rápida, problemas para dormir, cansancio, sibilancias y tos nocturna.",Asma
"El cuadro clínico incluye dificultad para respirar, tos nocturna, respiración rápida, problemas para dormir y sibilancias.",Asma
"Los síntomas incluyen sibilancias, dificultad para respirar, presión en el pecho y falta de aire al hacer ejercicio.",Asma
"Se queja de presión en el pecho, dificultad para respirar, respiración rápida, ataques de tos y falta de aire al hacer ejercicio.",Asma
"Los síntomas incluyen cansancio, dificultad para respirar, tos nocturna, presión en el pecho y problemas para dormir.",Asma
"dificultad para respirar, falta de aire al hacer ejercicio y tos nocturna, y además presenta otros signos.",Asma
"El cuadro clínico incluye problemas para dormir, dificultad para respirar, respiración rápida y tos nocturna.",Asma
Muestra signos de ataques de tos y tos nocturna.,Asma
"Sufre de infecciones respiratorias, cansancio y falta de aire al hacer ejercicio.",Asma
"Reporta tener cansancio, sibilancias, respiración rápida, dificultad para respirar y tos nocturna.",Asma
"presión en el pecho, respiración rápida, falta de aire al hacer ejercicio, dificultad para respirar y cansancio, y además presenta otros signos.",Asma
Reporta tener presión en el pecho y falta de aire al hacer ejercicio.,Asma
Experimenta problemas para dormir y ataques de tos de forma recurrente.,Asma
"Se queja de ataques de tos, infecciones respiratorias, cansancio, tos nocturna y presión en el pecho.",Asma
"Sufre de escalofríos, fatiga extrema, dolores musculares, dolor de garganta y sudoración.",Gripe
"Se queja de fatiga extrema, escalofríos, sudoración, fiebre alta y dolores musculares.",Gripe
"Se queja de tos seca, dolor de cabeza y dolor de garganta.",Gripe
"escalofríos y fatiga extrema, y además presenta otros signos.",Gripe
Los síntomas incluyen dolor de cabeza y tos seca.,Gripe
"Sufre de dolor de garganta, sudoración, vómitos, fatiga extrema y dolores musculares.",Gripe
"Experimenta escalofríos, sudoración, dolor de garganta y secreción nasal de forma recurrente.",Gripe
Tiene síntomas como sudoración y fiebre alta.,Gripe
"Reporta tener secreción nasal, tos seca, fatiga extrema, dolor de garganta y fiebre alta.",Gripe
"Sufre de sudoración, tos seca, dolores musculares y dolor de garganta.",Gripe
"Experimenta fiebre alta, dolores musculares, vómitos, tos seca y sudoración de forma recurrente.",Gripe
"Los síntomas incluyen sudoración, dolor de garganta y tos seca.",Gripe
"Experimenta vómitos, dolores musculares, sudoración, escalofríos y secreción nasal de forma recurrente.",Gripe
"Reporta tener fatiga extrema, fiebre alta, dolor de garganta, sudoración y dolor de cabeza.",Gripe
"Muestra signos de secreción nasal, dolores musculares, fiebre alta, dolor de garganta y dolor de cabeza.",Gripe
Experimenta vómitos y escalofríos de forma recurrente.,Gripe
"fatiga extrema, tos seca, dolor de cabeza y fiebre alta, y además presenta otros signos.",Gripe
"Los síntomas incluyen vómitos, dolor de garganta, sudoración y dolores musculares.",Gripe
"Experimenta fiebre alta, secreción nasal, vómitos y sudoración de forma recurrente.",Gripe
El cuadro clínico incluye secreción nasal y tos seca.,Gripe
Experimenta dolor de garganta y secreción nasal de forma recurrente.,Gripe
"Se queja de fatiga extrema, tos seca y fiebre alta.",Gripe
"Muestra signos de dolores musculares, secreción nasal y tos seca.",Gripe
"Muestra signos de secreción nasal, escalofríos, fiebre alta, sudoración y vómitos.",Gripe
"fatiga extrema, dolor de cabeza y vómitos, y además presenta otros signos.",Gripe
"Tiene síntomas como dolores musculares, dolor de cabeza, fatiga extrema, fiebre alta y escalofríos.",Gripe
"Tiene síntomas como dolor de garganta, fatiga extrema y fiebre alta.",Gripe
"sudoración y dolores musculares, y además presenta otros signos.",Gripe
"Experimenta sudoración, dolor de cabeza, secreción nasal y dolores musculares de forma recurrente.",Gripe
Reporta tener tos seca y dolores musculares.,Gripe
"Los síntomas incluyen dolores musculares, vómitos, fiebre alta, secreción nasal y escalofríos.",Gripe
"El cuadro clínico incluye tos seca, secreción nasal, fatiga extrema, sudoración y fiebre alta.",Gripe
"El cuadro clínico incluye vómitos, dolor de garganta, fiebre alta y secreción nasal.",Gripe
"Se queja de fiebre alta, secreción nasal, dolor de garganta, tos seca y dolor de cabeza.",Gripe
"fatiga extrema, dolor de garganta y escalofríos, y además presenta otros signos.",Gripe
"secreción nasal y fatiga extrema, y además presenta otros signos.",Gripe
El cuadro clínico incluye dolor de cabeza y secreción nasal.,Gripe
"Se queja de fatiga extrema, tos seca, dolor de garganta, dolor de cabeza y fiebre alta.",Gripe
"Reporta tener escalofríos, sudoración y secreción nasal.",Gripe
Experimenta fiebre alta y secreción nasal de forma recurrente.,Gripe
"El cuadro clínico incluye escalofríos, vómitos, secreción nasal, dolor de garganta y fiebre alta.",Gripe
"Se queja de secreción nasal, vómitos, escalofríos, dolor de cabeza y dolores musculares.",Gripe
"Los síntomas incluyen sudoración, fiebre alta, tos seca, fatiga extrema y secreción nasal.",Gripe
"dolor de cabeza, dolores musculares, secreción nasal, vómitos y escalofríos, y además presenta otros signos.",Gripe
"El cuadro clínico incluye dolor de garganta, dolor de cabeza, tos seca, fatiga extrema y vómitos.",Gripe
"Se queja de dolores musculares, dolor de cabeza y vómitos.",Gripe
"Tiene síntomas como secreción nasal, fiebre alta y dolor de cabeza.",Gripe
"dolor de garganta, dolores musculares, fatiga extrema, vómitos y secreción nasal, y además presenta otros signos.",Gripe
"El paciente presenta dolor de garganta, escalofríos, fatiga extrema, dolores musculares y sudoración.",Gripe
"Se queja de dolores musculares, escalofríos y vómitos.",Gripe
"vómitos, dolores musculares, dolor de cabeza y sudoración, y además presenta otros signos.",Gripe
Experimenta sudoración y tos seca de forma recurrente.,Gripe
"Tiene síntomas como secreción nasal, dolores musculares, fiebre alta, dolor de garganta y sudoración.",Gripe
Se queja de sudoración y dolor de cabeza.,Gripe
"Tiene síntomas como escalofríos, vómitos, dolor de garganta, dolor de cabeza y sudoración.",Gripe
Sufre de secreción nasal y fiebre alta.,Gripe
Sufre de fiebre alta y dolores musculares.,Gripe
"Se queja de sudoración, tos seca, fatiga extrema, vómitos y dolores musculares.",Gripe
"Sufre de escalofríos, vómitos, dolor de garganta y sudoración.",Gripe
"Experimenta escalofríos, dolores musculares y secreción nasal de forma recurrente.",Gripe
"El paciente presenta sudoración, escalofríos y fatiga extrema.",Gripe
"El paciente presenta fiebre alta, vómitos, dolor de cabeza y escalofríos.",Gripe
"Reporta tener dolor de garganta, dolor de cabeza, fiebre alta, secreción nasal y vómitos.",Gripe
Muestra signos de fiebre alta y sudoración.,Gripe
"Sufre de dolor de garganta, fiebre alta, escalofríos y dolores musculares.",Gripe
"El paciente presenta sudoración, vómitos, secreción nasal y fatiga extrema.",Gripe
El cuadro clínico incluye fatiga extrema y escalofríos.,Gripe
"Se queja de fatiga extrema, sudoración, dolor de garganta, dolor de cabeza y dolores musculares.",Gripe
"Muestra signos de fiebre alta, fatiga extrema y tos seca.",Gripe
"Experimenta tos seca, sudoración, secreción nasal, vómitos y escalofríos de forma recurrente.",Gripe
"Reporta tener fatiga extrema, dolores musculares y dolor de garganta.",Gripe
Reporta tener dolores musculares y tos seca.,Gripe
"Tiene síntomas como vómitos, secreción nasal y dolor de garganta.",Gripe
"Sufre de sudoración, fiebre alta y dolores musculares.",Gripe
"sudoración, dolor de garganta, tos seca, dolores musculares y fatiga extrema, y además presenta otros signos.",Gripe
"El paciente presenta secreción nasal, escalofríos, vómitos, dolor de cabeza y tos seca.",Gripe
"Experimenta sudoración, secreción nasal, fatiga extrema, escalofríos y fiebre alta de forma recurrente.",Gripe
Sufre de dolores musculares y sudoración.,Gripe
"El paciente presenta escalofríos, fatiga extrema, dolor de cabeza, sudoración y tos seca.",Gripe
Muestra signos de secreción nasal y vómitos.,Gripe
"El paciente presenta dolores musculares, dolor de cabeza, vómitos y dolor de garganta.",Gripe
"Se queja de fiebre alta, secreción nasal, dolor de cabeza y tos seca.",Gripe
"Experimenta secreción nasal, sudoración, vómitos y fatiga extrema de forma recurrente.",Gripe
Los síntomas incluyen dolor de garganta y dolores musculares.,Gripe
"dolores musculares, sudoración, tos seca, dolor de garganta y dolor de cabeza, y además presenta otros signos.",Gripe
"Muestra signos de dolor de garganta, fiebre alta, secreción nasal, sudoración y dolor de cabeza.",Gripe
"Sufre de sudoración, dolores musculares y fiebre alta.",Gripe
El paciente presenta fatiga extrema y fiebre alta.,Gripe
"Muestra signos de secreción nasal, dolor de cabeza, tos seca y fiebre alta.",Gripe
"Sufre de dolores musculares, tos seca, dolor de cabeza y secreción nasal.",Gripe
Se queja de escalofríos y secreción nasal.,Gripe
Se queja de fiebre alta y dolor de cabeza.,Gripe
"El cuadro clínico incluye dolores musculares, fiebre alta, vómitos y escalofríos.",Gripe
"Sufre de vómitos, escalofríos, sudoración, fiebre alta y dolor de cabeza.",Gripe
"El paciente presenta tos seca, fatiga extrema y dolor de cabeza.",Gripe
"Se queja de dolor de garganta, fiebre alta, escalofríos, vómitos y dolor de cabeza.",Gripe
"El paciente presenta secreción nasal, vómitos, fatiga extrema y sudoración.",Gripe
"Sufre de vómitos, secreción nasal y dolor de garganta.",Gripe
Experimenta fatiga extrema y sudoración de forma recurrente.,Gripe
"Muestra signos de escalofríos, fatiga extrema, fiebre alta, dolor de cabeza y dolores musculares.",Gripe
"El paciente presenta tos seca, dolores musculares, fiebre alta, fatiga extrema y escalofríos.",Gripe
"Los síntomas incluyen dolores musculares, tos seca, secreción nasal, vómitos y fatiga extrema.",Gripe
"Sufre de escalofríos, dolores musculares, secreción nasal y fiebre alta.",Gripe
Sufre de secreción nasal y tos seca.,Gripe
"El cuadro clínico incluye tos seca, fiebre alta y escalofríos.",Gripe
"dolores musculares, tos seca y sudoración, y además presenta otros signos.",Gripe
"Se queja de tos seca, escalofríos y dolor de cabeza.",Gripe
"Experimenta sudoración, escalofríos, vómitos y secreción nasal de forma recurrente.",Gripe
"Muestra signos de tos seca, fatiga extrema y sudoración.",Gripe
"secreción nasal, fiebre alta y tos seca, y además presenta otros signos.",Gripe
"Los síntomas incluyen dolores musculares, dolor de cabeza, escalofríos, vómitos y fatiga extrema.",Gripe
Los síntomas incluyen secreción nasal y sudoración.,Gripe
"El cuadro clínico incluye fiebre alta, secreción nasal, tos seca y escalofríos.",Gripe
Experimenta escalofríos y tos seca de forma recurrente.,Gripe
"Los síntomas incluyen sudoración, dolores musculares y fiebre alta.",Gripe
"El paciente presenta fatiga extrema, dolor de garganta, tos seca y sudoración.",Gripe
"El cuadro clínico incluye tos seca, sudoración, dolor de cabeza y dolor de garganta.",Gripe
"Los síntomas incluyen escalofríos, dolor de cabeza, tos seca y dolor de garganta.",Gripe
"Muestra signos de dolores musculares, dolor de garganta, fiebre alta y vómitos.",Gripe
"El cuadro clínico incluye secreción nasal, vómitos y dolor de cabeza.",Gripe
"Tiene síntomas como dolor de cabeza, secreción nasal, tos seca, fiebre alta y escalofríos.",Gripe
Sufre de fiebre alta y secreción nasal.,Gripe
Tiene síntomas como tos seca y sudoración.,Gripe
"Muestra signos de secreción nasal, fatiga extrema, tos seca y sudoración.",Gripe
El paciente presenta dolores musculares y fiebre alta.,Gripe
